Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.84,0.04,0.0,0.16,1.84
3,2.74,0.05,0.0,0.26,2.74
100,89.76,3.85,0.0,10.24,89.76
200,179.85,11.9,0.0,20.15,179.85
2000,1800.39,360.02,0.0,199.61,1800.39
10000,9000.98,2307.79,0.0,999.02,9000.98
20000,17999.53,5034.74,0.0,2000.47,17999.53
40000,35994.78,10785.6,0.0,4005.22,35994.78
60000,53997.14,16722.13,0.0,6002.86,53997.14
80000,71998.34,22607.26,0.0,8001.66,71998.34
100000,90002.48,28592.55,0.0,9997.52,90002.48
200000,180004.2,59968.12,0.0,19995.8,180004.2
400000,360015.94,122324.06,0.0,39984.06,360015.94
600000,540017.4,184824.99,0.0,59982.6,540017.4
800000,720034.01,246562.59,0.0,79965.99,720034.01
1000000,900061.42,308281.77,0.0,99938.58,900061.42
