Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.71,1.0,0.049999999999999906,0.29,1.71
3,2.59,1.83,0.0831999999999999,0.41,2.59
100,87.2,48.4,2.1754,12.8,87.2
200,174.72,93.27,4.194799999999998,25.28,174.72
2000,1759.94,636.74,28.655499999999993,240.06,1759.94
10000,8885.22,1401.83,63.08519999999994,1114.78,8885.22
20000,17827.06,1711.76,77.03210000000003,2172.94,17827.06
40000,35713.63,2019.59,90.8843,4286.37,35713.63
60000,53606.7,2180.5,98.12510000000006,6393.3,53606.7
80000,71501.02,2281.35,102.66310000000003,8498.98,71501.02
