Timestep,Value_at_Risk
2,0.05
3,0.1
100,2.8
200,5.604000000000002
2000,43.85300000000002
10000,103.37749999999996
20000,126.392
40000,143.88650000000007
60000,150.18150000000009
80000,154.1525000000001
200000,182.5775000000001
400000,196.8700000000001
600000,199.5950000000001
800000,204.6735000000001
1000000,210.10700000000017
