Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.78,0.02,0.0,0.22,1.78
3,2.64,0.06,0.0,0.36,2.64
100,89.36,26.88,0.0,10.64,89.36
200,178.51,59.41,0.0,21.49,178.51
2000,1780.96,768.53,0.0,219.04,1780.96
10000,8898.35,4559.08,0.0,1101.65,8898.35
20000,17794.95,9270.19,0.0,2205.05,17794.95
40000,35593.2,18549.22,0.0,4406.8,35593.2
60000,53393.88,27623.42,0.0,6606.12,53393.88
80000,71189.95,36797.78,0.0,8810.05,71189.95
100000,88993.93,46148.15,0.0,11006.07,88993.93
200000,177996.64,91858.48,0.0,22003.36,177996.64
400000,356000.47,182382.24,0.0,43999.53,356000.47
600000,534008.68,276144.38,0.0,65991.32,534008.68
800000,712035.8,368833.99,0.0,87964.2,712035.8
1000000,890026.0,468303.01,0.0,109974.0,890026.0
