Timestep,Value_at_Risk
2,0.01
3,0.01
100,0.31
200,0.5904999999999999
2000,5.6525
10000,27.4135
20000,52.8395
40000,102.17999999999999
60000,144.76749999999998
80000,184.7135
100000,222.7235
