Timestep,Value_at_Risk
2,0.01
3,0.01
100,0.4804999999999999
200,0.96
2000,9.811
10000,48.157
20000,97.4755
40000,192.98749999999998
60000,236.6584999999999
80000,273.28299999999996
100000,289.5569999999999
