Timestep,Value_at_Risk
2,0.01
3,0.01
100,0.25
200,0.54
2000,5.83
10000,27.104499999999998
20000,53.2555
40000,104.59799999999998
60000,154.8895
80000,203.394
100000,246.67049999999998
