Timestep,Value_at_Risk
2,0.01
3,0.01
100,0.49
200,0.98
2000,9.97
10000,47.082800000000006
20000,92.55260000000001
40000,192.5398
60000,270.9676
80000,326.26570000000004
100000,393.3075000000001
