Timestep,Value_at_Risk
2,0.1
3,0.2
100,7.4510000000000005
200,14.9525
2000,130.19200000000004
10000,552.2065
20000,1060.356
40000,2060.601
60000,3061.4815
80000,4062.5724999999998
100000,5062.5779999999995
