Timestep,Value_at_Risk
2,0.1
3,0.2
100,4.5
200,8.1
2000,28.30999999999999
10000,41.00999999999999
20000,59.89699999999999
40000,106.03349999999998
60000,150.503
80000,189.21349999999995
100000,217.26949999999997
