Timestep,Value_at_Risk
2,0.01
3,0.01
100,0.38010000000000005
200,0.7801000000000001
2000,7.3601
10000,35.8778
20000,70.84830000000001
40000,137.8875
60000,206.9554
80000,271.011
200000,627.8726000000001
400000,1120.7486000000004
600000,1593.8717000000004
800000,1977.4931000000006
1000000,2316.9015000000004
