Timestep,Value_at_Risk
2,0.04
3,0.08
100,2.2
200,4.208000000000001
2000,32.824
10000,108.676
20000,172.91600000000003
40000,236.18
60000,279.844
80000,314.488
200000,431.99199999999996
400000,517.508
600000,559.24
800000,593.644
1000000,626.4920000000001
