Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.84,1.0,0.010000000000000007,0.16,1.84
3,2.77,2.0,0.010000000000000007,0.23,2.77
100,89.92,61.39,0.3096,10.08,89.92
200,179.88,121.85,0.6119000000000001,20.12,179.88
2000,1794.61,1210.85,6.055300000000002,205.39,1794.61
10000,8974.33,6050.89,30.255499999999998,1025.67,8974.33
20000,17943.64,12100.85,60.5049,2056.36,17943.64
40000,35885.96,24200.89,121.00349999999997,4114.04,35885.96
60000,53831.8,36300.87,181.50369999999998,6168.2,53831.8
80000,71774.14,48400.85,242.00330000000002,8225.86,71774.14
100000,89705.36,60500.89,302.50350000000003,10294.64,89705.36
200000,179387.0,121000.85,605.0033000000002,20613.0,179387.0
400000,358790.99,242000.89,1210.0060999999998,41209.01,358790.99
600000,538156.95,363000.87,1815.0067,61843.05,538156.95
800000,717537.82,484000.85,2420.0069,82462.18,717537.82
1000000,896933.82,605000.89,3025.0071,103066.18,896933.82
