Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.8,1.0,0.0,0.2,1.8
3,2.72,1.11,0.0,0.28,2.72
100,90.08,50.55,0.0,9.92,90.08
200,180.32,101.05,0.0,19.68,180.32
2000,1798.21,1010.05,0.0,201.79,1798.21
10000,9000.37,5050.05,0.0,999.63,9000.37
20000,17999.89,10100.05,0.0,2000.11,17999.89
40000,36001.55,20200.05,0.0,3998.45,36001.55
60000,53994.19,30300.05,0.0,6005.81,53994.19
80000,71992.78,40400.05,0.0,8007.22,71992.78
100000,89996.43,50500.05,0.0,10003.57,89996.43
200000,179985.68,101000.05,0.0,20014.32,179985.68
400000,360000.66,202000.05,0.0,39999.34,360000.66
600000,539997.8,303000.05,0.0,60002.2,539997.8
800000,719987.9,404000.05,0.0,80012.1,719987.9
1000000,899974.23,505000.05,0.0,100025.77,899974.23
