Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.75,2.0,0.0599999999999999,0.25,1.75
3,2.66,2.0,0.0599999999999999,0.34,2.66
100,88.5,56.07,1.2617000000000003,11.5,88.5
200,177.09,109.92,2.2996000000000008,22.91,177.09
2000,1786.35,975.03,14.417300000000004,213.65,1786.35
10000,8956.72,4315.89,45.084800000000016,1043.28,8956.72
20000,17935.49,7315.74,66.05080000000002,2064.51,17935.49
40000,35902.56,12250.16,97.24239999999996,4097.44,35902.56
60000,53872.15,16072.35,120.40099999999997,6127.85,53872.15
80000,71858.56,18228.28,133.31230000000002,8141.44,71858.56
200000,179825.49,26699.42,180.99760000000003,20174.51,179825.49
400000,359783.1,33901.41,221.52620000000007,40216.9,359783.1
600000,539774.11,37597.44,242.0812999999999,60225.89,539774.11
800000,719741.47,39956.38,255.05679999999992,80258.53,719741.47
1000000,899739.46,42429.41,268.20520000000005,100260.54,899739.46
