Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.75,0.04,0.0018,0.25,1.75
3,2.57,0.07,0.0027,0.43,2.57
100,88.89,11.57,0.19080000000000003,11.11,88.89
200,177.83,28.27,0.5022,22.17,177.83
2000,1776.87,343.55,2.9898000000000002,223.13,1776.87
10000,8891.35,2019.29,5.463000000000001,1108.65,8891.35
20000,17793.08,4176.18,8.4609,2206.92,17793.08
40000,35587.26,8677.84,14.407199999999996,4412.74,35587.26
60000,53374.84,13431.66,20.383200000000002,6625.16,53374.84
80000,71170.06,18143.2,26.351099999999995,8829.94,71170.06
100000,88959.5,22914.84,32.3973,11040.5,88959.5
200000,177946.81,47506.45,62.46269999999998,22053.19,177946.81
400000,355848.72,95397.92,122.66189999999999,44151.28,355848.72
600000,533792.21,142635.28,183.22560000000001,66207.79,533792.21
800000,711722.07,193843.55,243.1692,88277.93,711722.07
1000000,889654.7,247094.11,303.5412,110345.3,889654.7
