Timestep,Value_at_Risk
2,0.04
3,0.08
100,2.0
200,4.0
2000,75.164
10000,392.348
20000,792.3480000000001
40000,1592.348
60000,2392.348
80000,3192.348
200000,7992.348
400000,15992.348
600000,23992.347999999998
800000,31992.347999999998
1000000,39992.348000000005
