Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.72,1.0,0.08999999999999991,0.28,1.72
3,2.62,1.06,0.0953999999999999,0.38,2.62
100,86.69,23.67,2.1302999999999996,13.31,86.69
200,174.44,36.6,3.2940000000000014,25.56,174.44
2000,1769.85,113.92,10.2528,230.15,1769.85
10000,8879.14,182.01,16.3809,1120.86,8879.14
20000,17773.85,209.57,18.8613,2226.15,17773.85
40000,35580.96,236.57,21.291299999999996,4419.04,35580.96
60000,53371.63,257.1,23.138999999999992,6628.37,53371.63
80000,71166.89,268.65,24.1785,8833.11,71166.89
100000,88966.74,278.56,25.07040000000001,11033.26,88966.74
200000,177988.97,312.29,28.106100000000005,22011.03,177988.97
400000,356003.67,337.32,30.358799999999988,43996.33,356003.67
600000,534017.46,356.4,32.076000000000015,65982.54,534017.46
800000,712022.32,366.03,32.9427,87977.68,712022.32
1000000,890036.28,371.8,33.46200000000001,109963.72,890036.28
