Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.81,1.0,0.0,0.19,1.81
3,2.71,1.06,0.0,0.29,2.71
100,89.4,47.12,0.0,10.6,89.4
200,178.99,99.93,0.0,21.01,178.99
2000,1790.52,958.09,0.0,209.48,1790.52
10000,8953.95,5189.0,0.0,1046.05,8953.95
20000,17900.55,10371.77,0.0,2099.45,17900.55
40000,35803.71,20568.26,0.0,4196.29,35803.71
60000,53704.59,31153.43,0.0,6295.41,53704.59
80000,71609.77,41640.69,0.0,8390.23,71609.77
100000,89516.62,51603.12,0.0,10483.38,89516.62
200000,179015.33,100098.01,0.0,20984.67,179015.33
400000,358001.49,205924.36,0.0,41998.51,358001.49
600000,536984.21,304954.45,0.0,63015.79,536984.21
800000,715999.42,407652.96,0.0,84000.58,715999.42
1000000,894998.76,503072.52,0.0,105001.24,894998.76
