Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.68,2.0,0.09999999999999981,0.32,1.68
3,2.53,2.0,0.09999999999999981,0.47,2.53
100,88.09,55.35,2.7674999999999987,11.91,88.09
200,175.73,99.69,4.9845000000000015,24.27,175.73
2000,1771.54,567.4,28.36999999999999,228.46,1771.54
10000,8945.15,1166.75,58.33750000000002,1054.85,8945.15
20000,17930.13,1443.33,72.1665,2069.87,17930.13
40000,35916.35,1656.34,82.81700000000002,4083.65,35916.35
60000,53909.15,1795.05,89.75250000000001,6090.85,53909.15
80000,71907.19,1878.16,93.90800000000003,8092.81,71907.19
100000,89904.04,1922.52,96.126,10095.96,89904.04
200000,179880.88,2103.04,105.15200000000003,20119.12,179880.88
400000,359879.96,2254.25,112.7125,40120.04,359879.96
600000,539884.88,2353.98,117.69899999999996,60115.12,539884.88
800000,719891.26,2416.06,120.8030000000001,80108.74,719891.26
1000000,899880.81,2472.02,123.60100000000003,100119.19,899880.81
