Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.7,1.0,0.09999999999999981,0.3,1.7
3,2.6,2.0,0.09999999999999981,0.4,2.6
100,86.42,65.77,3.342599999999999,13.58,86.42
200,173.1,129.7,6.3112,26.9,173.1
2000,1765.43,1114.65,34.955,234.57,1765.43
10000,8924.2,4516.06,76.35720000000008,1075.8,8924.2
20000,17896.78,8083.77,103.63700000000003,2103.22,17896.78
40000,35858.39,13599.44,139.72310000000004,4141.61,35858.39
60000,53827.43,17614.03,164.59589999999992,6172.57,53827.43
80000,71805.06,21323.51,186.42729999999995,8194.94,71805.06
200000,179734.46,36398.35,271.12249999999995,20265.54,179734.46
400000,359654.76,50612.98,348.6866999999999,40345.24,359654.76
600000,539618.71,59274.61,396.18390000000005,60381.29,539618.71
800000,719566.51,65197.73,428.70240000000007,80433.49,719566.51
1000000,899556.38,68960.86,449.39549999999974,100443.62,899556.38
