Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.77,1.0,0.09999999999999981,0.23,1.77
3,2.72,2.0,0.09999999999999981,0.28,2.72
100,86.62,65.57,3.3183,13.38,86.62
200,173.87,128.9,6.191299999999999,26.13,173.87
2000,1764.99,1112.45,34.7762,235.01,1764.99
10000,8928.08,4548.56,74.82349999999998,1071.92,8928.08
20000,17900.69,8117.82,101.91410000000002,2099.31,17900.69
40000,35861.87,14117.73,141.49909999999997,4138.13,35861.87
60000,53831.02,19068.33,170.97709999999998,6168.98,53831.02
80000,71812.97,22955.48,193.4095,8187.03,71812.97
