Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.79,1.0,0.049999999999999906,0.21,1.79
3,2.73,1.04,0.051999999999999894,0.27,2.73
100,87.59,48.15,2.4075,12.41,87.59
200,175.01,92.3,4.615000000000001,24.99,175.01
2000,1770.43,578.53,28.9265,229.57,1770.43
10000,8943.54,1219.18,60.958999999999996,1056.46,8943.54
20000,17924.97,1518.67,75.93350000000002,2075.03,17924.97
40000,35899.52,1782.74,89.13700000000003,4100.48,35899.52
60000,53893.66,1905.65,95.28250000000001,6106.34,53893.66
80000,71891.68,2006.44,100.322,8108.32,71891.68
