Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.83,1.0,0.049999999999999906,0.17,1.83
3,2.63,2.0,0.15000000000000024,0.37,2.63
100,85.07,65.47,4.875499999999998,14.93,85.07
200,170.65,127.37,9.406999999999995,29.35,170.65
2000,1739.76,874.95,60.781499999999994,260.24,1739.76
10000,8879.69,1834.37,121.62850000000012,1120.31,8879.69
20000,17856.73,2200.76,144.92899999999997,2143.27,17856.73
40000,35835.38,2564.25,167.52749999999997,4164.62,35835.38
60000,53821.07,2761.63,179.81500000000003,6178.93,53821.07
80000,71817.76,2879.78,187.26700000000008,8182.24,71817.76
