Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.8,1.0,0.010000000000000007,0.2,1.8
3,2.71,1.07,0.010700000000000008,0.29,2.71
100,89.57,49.0,0.49000000000000005,10.43,89.57
200,179.13,97.83,0.9783,20.87,179.13
2000,1791.45,890.85,8.9085,208.55,1791.45
10000,8965.37,3454.26,34.5426,1034.63,8965.37
20000,17939.43,5685.1,56.85100000000001,2060.57,17939.43
40000,35914.54,8949.54,89.4954,4085.46,35914.54
60000,53900.3,10843.19,108.43190000000003,6099.7,53900.3
80000,71886.4,12233.17,122.33169999999998,8113.6,71886.4
