Timestep,Value_at_Risk
2,0.05
3,0.1
100,2.75
200,5.205000000000001
2000,32.36
10000,64.375
20000,74.58500000000001
40000,87.52000000000001
60000,93.32000000000001
80000,102.31500000000001
200000,112.595
400000,121.75000000000001
600000,126.78
800000,127.21000000000001
1000000,127.26500000000001
