Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.66,1.0,0.09999999999999981,0.34,1.66
3,2.56,2.0,0.09999999999999981,0.44,2.56
100,88.01,60.69,2.305300000000001,11.99,88.01
200,175.56,120.33,4.4864,24.44,175.56
2000,1756.94,1194.33,43.770900000000005,243.06,1756.94
10000,8783.63,5967.69,218.37340000000003,1216.37,8783.63
20000,17571.18,11934.33,436.62110000000007,2428.82,17571.18
40000,35140.09,23867.69,873.1217000000001,4859.91,35140.09
60000,52696.85,35801.01,1309.6197999999997,7303.15,52696.85
80000,70259.29,47734.33,1746.121,9740.71,70259.29
100000,87831.19,59667.69,2182.6227000000003,12168.81,87831.19
200000,175655.35,119334.33,4365.120200000001,24344.65,175655.35
400000,351277.32,238667.69,8730.122099999999,48722.68,351277.32
600000,526892.93,358001.01,13095.120599999997,73107.07,526892.93
800000,702530.18,477334.33,17460.122699999996,97469.82,702530.18
1000000,878152.44,596667.69,21825.123900000002,121847.56,878152.44
