Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.658,1.0,0.046000000000000964,0.342,1.658
3,2.472,1.438,0.06420000000000076,0.528,2.472
100,80.724,44.42,1.5806400000000012,19.276,80.724
200,161.578,84.922,2.7810600000000005,38.422,161.578
2000,1629.456,642.268,10.867840000000017,370.544,1629.456
10000,8176.74,2657.956,24.094920000000002,1823.26,8176.74
20000,16366.622,4792.936,35.95504,3633.378,16366.622
40000,32750.902,8575.29,55.83856,7249.098,32750.902
60000,49130.706,11621.718,71.52332000000004,10869.294,49130.706
80000,65515.966,14441.608,85.99528000000005,14484.034,65515.966
100000,81901.01,16810.156,98.03085999999998,18098.99,81901.01
