Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.655,1.0,0.10000000000000007,0.345,1.655
3,2.55,1.44,0.1439999999999997,0.45,2.55
100,86.165,39.305,3.9304999999999986,13.835,86.165
200,172.68,72.555,7.2555,27.32,172.68
2000,1759.145,404.94,40.494000000000035,240.855,1759.145
10000,8911.36,887.625,88.76250000000002,1088.64,8911.36
20000,17886.185,1141.64,114.16399999999997,2113.815,17886.185
40000,35853.8,1407.07,140.707,4146.2,35853.8
60000,53839.54,1562.78,156.27800000000005,6160.46,53839.54
80000,71832.85,1666.005,166.60050000000007,8167.15,71832.85
100000,89825.9,1747.85,174.785,10174.1,89825.9
