Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.75,1.0,0.010000000000000007,0.25,1.75
3,2.66,2.0,0.020000000000000014,0.34,2.66
100,89.33,66.46,0.5015999999999999,10.67,89.33
200,178.18,132.71,0.9956,21.82,178.18
2000,1790.69,1275.32,9.432800000000002,209.31,1790.69
10000,8957.33,5924.8,42.68239999999999,1042.67,8957.33
20000,17920.62,10798.3,76.67789999999998,2079.38,17920.62
40000,35864.02,18889.46,131.58030000000002,4135.98,35864.02
60000,53823.84,25700.28,175.9557,6176.16,53823.84
80000,71795.04,31003.93,211.02179999999996,8204.96,71795.04
100000,89766.26,35722.33,240.98690000000005,10233.74,89766.26
200000,179665.24,52520.18,345.7208999999999,20334.76,179665.24
400000,359565.76,70789.29,456.9576,40434.24,359565.76
600000,539491.86,81887.86,522.3905999999997,60508.14,539491.86
800000,719389.96,91742.42,582.3882000000001,80610.04,719389.96
1000000,899349.82,97237.76,616.3163,100650.18,899349.82
