Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.58,1.0,0.049999999999999906,0.42,1.58
3,2.44,1.75,0.08749999999999987,0.56,2.44
100,83.74,48.08,2.404,16.26,83.74
200,166.69,91.93,4.5965,33.31,166.69
2000,1671.2,606.29,30.314500000000006,328.8,1671.2
10000,8439.09,1319.24,65.962,1560.91,8439.09
20000,16921.25,1642.21,82.11050000000002,3078.75,16921.25
40000,33919.72,1932.87,96.64349999999996,6080.28,33919.72
60000,50908.05,2092.58,104.62899999999998,9091.95,50908.05
80000,67901.46,2215.58,110.77899999999998,12098.54,67901.46
100000,84903.09,2308.84,115.44199999999995,15096.91,84903.09
200000,169869.91,2570.33,128.51650000000004,30130.09,169869.91
400000,339856.51,2798.55,139.92750000000004,60143.49,339856.51
600000,509873.99,2931.16,146.558,90126.01,509873.99
800000,679885.0,3000.31,150.01549999999997,120115.0,679885.0
1000000,849885.97,3063.68,153.18400000000003,150114.03,849885.97
