Timestep,Value_at_Risk
2,0.0
3,0.1
100,3.5
200,6.801
2000,45.601
10000,91.40500000000006
20000,109.506
40000,117.65600000000002
60000,122.84500000000003
80000,123.88700000000004
100000,124.78100000000005
200000,136.706
400000,146.126
600000,146.532
800000,148.12900000000002
1000000,148.54800000000003
