Timestep,Value_at_Risk
2,0.05
3,0.1
100,4.95
200,9.95
2000,99.95
10000,499.95
20000,999.95
40000,1999.95
60000,2999.95
80000,3999.95
100000,4999.95
200000,9999.95
400000,19999.95
600000,29999.95
800000,39999.95
1000000,49999.95
