Timestep,Value_at_Risk
2,0.1
3,0.1
100,8.7745
200,18.284000000000002
2000,189.27450000000002
10000,949.284
20000,1899.2839999999999
40000,3799.2745
60000,5699.284
80000,7599.284
100000,9499.2745
200000,18999.2745
400000,37999.284
600000,56999.284
800000,75999.284
1000000,94999.284
