Timestep,Value_at_Risk
2,0.05
3,0.1
100,3.2600000000000007
200,6.065000000000001
2000,25.290000000000017
10000,47.800000000000004
20000,55.970000000000006
40000,64.67500000000001
60000,70.145
80000,74.12000000000002
100000,74.35500000000003
200000,85.325
400000,92.635
600000,94.22
800000,94.84500000000001
1000000,96.95
