Timestep,Value_at_Risk
2,0.01
3,0.02
100,0.5503000000000002
200,1.13
2000,12.432200000000002
10000,55.24240000000001
20000,103.4173000000001
40000,152.07650000000012
60000,183.85540000000006
80000,215.36550000000014
100000,253.7631
200000,290.7724000000001
400000,372.3479000000001
600000,414.46240000000006
800000,422.737
1000000,441.0015000000002
