Timestep,Value_at_Risk
2,0.05
3,0.15
100,5.0
200,9.2
2000,53.605000000000004
10000,101.51500000000004
20000,115.95
40000,133.555
60000,141.37
80000,145.76
100000,149.485
200000,155.72500000000002
400000,163.215
600000,165.94500000000002
800000,166.13000000000002
1000000,170.29000000000002
