Timestep,Value_at_Risk
2,0.01
3,0.01
100,0.25
200,0.5
2000,5.0
10000,25.0
20000,50.0
40000,100.0
60000,150.0
80000,200.0
100000,250.0
200000,500.0
400000,500.0
600000,500.0
800000,500.0
1000000,500.0
