Timestep,Value_at_Risk
2,0.13
3,0.13
100,4.33
200,8.71
2000,86.71
10000,433.33
20000,866.71
40000,1733.33
60000,2600.0
80000,3466.71
100000,4333.33
200000,8666.71
400000,13000.0
600000,13000.0
800000,13000.0
1000000,13000.0
