Timestep,Value_at_Risk
2,0.08
3,0.12
100,4.0
200,8.0
2000,79.52
10000,394.02
20000,483.7640000000002
40000,487.5760000000002
60000,491.5680000000002
80000,495.38000000000017
100000,499.70800000000014
200000,519.9840000000002
400000,560.4560000000001
600000,601.1280000000002
800000,641.4000000000001
1000000,682.9520000000001
