Timestep,Value_at_Risk
2,0.09
3,0.09
100,4.5
200,9.0
2000,90.0
10000,450.0
20000,900.0
40000,1800.0
60000,2700.0
80000,3600.0
100000,4500.0
200000,9000.0
400000,9000.0
600000,9000.0
800000,9000.0
1000000,9000.0
