Timestep,Value_at_Risk
2,0.1
3,0.1
100,4.0
200,7.0
2000,39.906
10000,93.68600000000009
20000,127.62800000000013
40000,171.01100000000005
60000,193.35000000000002
80000,204.56600000000003
100000,217.95400000000004
200000,250.37100000000007
400000,270.02900000000005
600000,301.39400000000006
800000,313.5850000000002
1000000,324.0590000000002
