Timestep,Value_at_Risk
2,0.0
3,0.01
100,0.27100000000000013
200,0.5310000000000001
2000,4.097000000000001
10000,18.109
20000,33.022000000000006
40000,57.41400000000001
60000,78.18800000000002
80000,91.152
100000,103.787
200000,149.58000000000013
400000,239.305
600000,257.276
800000,279.23
1000000,287.7670000000002
