Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.71,0.0,0.0,0.29,1.71
3,2.53,0.01,0.0,0.47,2.53
100,84.34,7.24,0.0,15.66,84.34
200,168.89,18.93,0.0,31.11,168.89
2000,1698.19,393.59,0.0,301.81,1698.19
10000,8496.52,2619.13,0.0,1503.48,8496.52
20000,16992.9,5749.98,0.0,3007.1,16992.9
40000,33996.99,12203.25,0.0,6003.01,33996.99
60000,50999.33,18853.89,0.0,9000.67,50999.33
80000,67996.14,25748.49,0.0,12003.86,67996.14
100000,84997.54,32364.92,0.0,15002.46,84997.54
200000,169996.73,68627.63,0.0,30003.27,169996.73
400000,339999.11,139568.35,0.0,60000.89,339999.11
600000,509949.8,214335.72,0.0,90050.2,509949.8
800000,679968.69,285035.12,0.0,120031.31,679968.69
1000000,849977.71,358091.84,0.0,150022.29,849977.71
