Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.8,1.0,0.010000000000000007,0.2,1.8
3,2.7,2.0,0.010000000000000007,0.3,2.7
100,89.07,67.49,0.1678999999999999,10.93,89.07
200,177.95,134.94,0.33879999999999993,22.05,177.95
2000,1786.95,1325.58,3.1525,213.05,1786.95
10000,8936.13,6506.71,14.884799999999995,1063.87,8936.13
20000,17871.47,12924.31,29.023799999999987,2128.53,17871.47
40000,35743.21,25624.25,56.13739999999998,4256.79,35743.21
60000,53612.54,38085.75,81.32030000000002,6387.46,53612.54
80000,71486.8,50525.94,105.80849999999997,8513.2,71486.8
200000,178780.05,122504.22,230.4503,21219.95,178780.05
400000,357605.12,237743.31,401.00129999999996,42394.88,357605.12
600000,536466.92,354432.36,546.4107000000002,63533.08,536466.92
800000,715311.71,468656.77,676.8534,84688.29,715311.71
1000000,894200.5,579203.22,791.8858999999998,105799.5,894200.5
