Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.81,1.0,0.010000000000000007,0.19,1.81
3,2.7,1.89,0.018900000000000014,0.3,2.7
100,89.23,47.33,0.47330000000000005,10.77,89.23
200,178.39,95.75,0.9574999999999996,21.61,178.39
2000,1792.27,778.53,7.785300000000001,207.73,1792.27
10000,8966.31,3455.1,34.551,1033.69,8966.31
20000,17934.06,6751.81,67.51810000000002,2065.94,17934.06
40000,35865.51,13351.64,133.51639999999998,4134.49,35865.51
60000,53793.58,19957.11,199.57109999999994,6206.42,53793.58
80000,71727.45,26556.44,265.5643999999999,8272.55,71727.45
100000,89664.08,33156.57,331.5657,10335.92,89664.08
200000,179347.85,65883.06,658.8305999999998,20652.15,179347.85
400000,358707.67,129883.1,1298.8310000000004,41292.33,358707.67
600000,538076.62,193883.7,1938.8369999999998,61923.38,538076.62
800000,717415.14,257883.7,2578.8369999999995,82584.86,717415.14
1000000,896786.32,321883.7,3218.837000000001,103213.68,896786.32
