Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.74,1.0,0.09999999999999981,0.26,1.74
3,2.62,2.0,0.10999999999999995,0.38,2.62
100,87.87,51.37,1.7808999999999997,12.13,87.87
200,176.79,93.94,2.578300000000001,23.21,176.79
2000,1788.34,739.11,11.373599999999996,211.66,1788.34
10000,8956.57,3277.39,43.9573,1043.43,8956.57
20000,17917.74,6335.36,83.53699999999999,2082.26,17917.74
40000,35837.91,12337.61,161.5595,4162.09,35837.91
60000,53754.15,18337.61,239.55949999999996,6245.85,53754.15
80000,71675.91,24337.61,317.5595,8324.09,71675.91
100000,89599.62,30338.94,395.5728,10400.38,89599.62
200000,179222.8,60339.53,785.5787000000001,20777.2,179222.8
400000,358437.01,120339.53,1565.5787000000005,41562.99,358437.01
600000,537665.53,180339.53,2345.5787,62334.47,537665.53
800000,716863.97,240339.53,3125.5786999999996,83136.03,716863.97
1000000,896093.31,300339.53,3905.5787,103906.69,896093.31
