Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.67,1.0,0.08999999999999991,0.33,1.67
3,2.58,1.07,0.0969999999999999,0.42,2.58
100,85.13,45.36,4.306199999999999,14.87,85.13
200,170.8,85.67,8.136300000000004,29.2,170.8
2000,1739.68,520.74,49.467600000000004,260.32,1739.68
10000,8833.27,1219.93,115.89079999999987,1166.73,8833.27
20000,17757.52,1569.32,149.08260000000004,2242.48,17757.52
40000,35624.7,1937.17,184.02840000000003,4375.3,35624.7
60000,53514.83,2140.1,203.30689999999996,6485.17,53514.83
80000,71399.77,2282.36,216.82190000000003,8600.23,71399.77
