Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.69,1.0,0.09999999999999981,0.31,1.69
3,2.56,2.0,0.10999999999999995,0.44,2.56
100,88.13,56.18,2.2484,11.87,88.13
200,176.1,103.45,3.727299999999999,23.9,176.1
2000,1780.73,851.55,18.1671,219.27,1780.73
10000,8952.55,3220.37,48.72410000000001,1047.45,8952.55
20000,17935.28,5032.62,70.33859999999999,2064.72,17935.28
40000,35908.61,7078.2,93.15509999999996,4091.39,35908.61
60000,53902.18,8122.26,105.34080000000002,6097.82,53902.18
80000,71894.04,8800.48,112.95730000000002,8105.96,71894.04
100000,89888.86,9500.78,120.65510000000003,10111.14,89888.86
200000,179866.87,11240.52,139.758,20133.13,179866.87
400000,359852.94,13036.18,159.5370999999999,40147.06,359852.94
600000,539850.55,14015.2,170.8275999999999,60149.45,539850.55
800000,719853.78,14833.72,179.7103,80146.22,719853.78
1000000,899862.68,15348.31,185.64459999999997,100137.32,899862.68
