Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.79,1.0,0.09999999999999981,0.21,1.79
3,2.66,1.83,0.18299999999999972,0.34,2.66
100,85.28,48.21,4.821000000000001,14.72,85.28
200,170.89,91.14,9.113999999999997,29.11,170.89
2000,1751.1,467.19,46.71900000000002,248.9,1751.1
10000,8921.62,755.15,75.51499999999999,1078.38,8921.62
20000,17917.18,827.12,82.71199999999999,2082.82,17917.18
40000,35911.07,882.93,88.29299999999999,4088.93,35911.07
60000,53907.04,906.6,90.66,6092.96,53907.04
80000,71912.83,915.89,91.58900000000003,8087.17,71912.83
100000,89899.7,925.53,92.55300000000001,10100.3,89899.7
200000,179891.59,952.46,95.24599999999997,20108.41,179891.59
400000,359868.15,969.94,96.99399999999994,40131.85,359868.15
600000,539879.84,977.73,97.77299999999997,60120.16,539879.84
800000,719891.05,982.2,98.21999999999997,80108.95,719891.05
1000000,899895.29,986.13,98.61299999999997,100104.71,899895.29
