Timestep,Value_at_Risk
2,0.01
3,0.02
100,0.51
200,1.05
2000,11.001
10000,49.201
20000,89.56349999999999
40000,156.7815
60000,184.286
80000,222.83699999999996
200000,320.5935
400000,384.93399999999997
600000,422.5345
800000,446.137
1000000,467.7149999999999
