Timestep,Value_at_Risk
2,0.01
3,0.01
100,0.26
200,0.52
2000,5.532
10000,28.5995
20000,54.9345
40000,101.48499999999999
60000,157.965
80000,191.2935
200000,338.36499999999995
400000,465.018
600000,525.1409999999998
800000,593.1279999999999
1000000,598.3004999999997
