Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.69,1.0,0.0899999999999999,0.31,1.69
3,2.52,2.0,0.1300000000000002,0.48,2.52
100,84.14,66.14,4.290100000000001,15.86,84.14
200,168.65,130.21,8.384899999999998,31.35,168.65
2000,1716.76,1032.4,62.29800000000001,283.24,1716.76
10000,8751.09,2641.64,148.40109999999987,1248.91,8751.09
20000,17619.41,3307.52,181.16679999999997,2380.59,17619.41
40000,35391.47,3864.37,207.6273,4608.53,35391.47
60000,53172.67,4122.01,220.09189999999995,6827.33,53172.67
80000,70964.37,4278.67,227.4583,9035.63,70964.37
200000,177763.23,4678.94,246.2366000000001,22236.77,177763.23
400000,355749.46,4918.27,257.21530000000007,44250.54,355749.46
600000,533750.61,5005.65,261.3574999999999,66249.39,533750.61
800000,711721.55,5088.26,265.17740000000015,88278.45,711721.55
1000000,889725.45,5136.35,267.331,110274.55,889725.45
