Timestep,Value_at_Risk
2,0.1
3,0.1
100,3.1050000000000004
200,6.010000000000001
2000,34.11000000000001
10000,135.305
20000,260.07500000000005
40000,512.15
60000,763.135
80000,1013.75
200000,2513.97
400000,5022.77
600000,7526.135
800000,10029.03
1000000,12533.47
