Timestep,Value_at_Risk
2,0.1
3,0.15
100,3.1015
200,5.089
2000,27.8705
10000,115.8995
20000,222.757
40000,445.605
60000,629.3729999999999
80000,815.1305
200000,1916.506
400000,3761.706
600000,5593.1525
800000,7419.5875
1000000,9249.812
