Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.72,1.0,0.09999999999999981,0.28,1.72
3,2.65,1.06,0.1059999999999998,0.35,2.65
100,87.88,22.84,2.2840000000000007,12.12,87.88
200,176.13,41.05,4.105,23.87,176.13
2000,1788.78,120.75,12.075000000000003,211.22,1788.78
10000,8985.73,181.84,18.184000000000005,1014.27,8985.73
20000,17981.5,204.62,20.462000000000003,2018.5,17981.5
40000,35978.15,223.13,22.312999999999985,4021.85,35978.15
60000,53976.64,237.24,23.723999999999997,6023.36,53976.64
80000,71974.72,243.81,24.381000000000004,8025.28,71974.72
100000,89970.49,253.97,25.396999999999995,10029.51,89970.49
