Timestep,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1.0,1.4600441091412444,,0.0075,0.5,1.5
3,1.0,2.405862165044237,,0.0075,0.5,2.5
100,1.0,52.66366807046401,,0.21,48.25,51.75
200,1.0,104.05971675285969,,0.4375,96.0,104.0
2000,1.0,992.828961986934,,3.85,1003.0,997.0
10000,1.0,4952.9779850066925,,30.2725,5041.25,4958.75
20000,1.0,9960.792359038012,,63.5725,10043.5,9956.5
40000,1.0,19864.811462502854,,134.125,20117.25,19882.75
60000,1.0,29765.532065427687,,208.93499999999997,30200.25,29799.75
80000,1.0,39708.04222579529,,276.2275,40274.75,39725.25
100000,1.0,49675.01235100459,,341.4975,50294.5,49705.5
2,2.0,0.9356252899454465,,0.01,1.0,1.0
3,2.0,1.2826668212105887,,0.0125,1.75,1.25
100,2.0,47.96666538149262,,0.2825,51.75,48.25
200,2.0,98.92595136721192,,0.52,100.25,99.75
2000,2.0,999.8963375045847,,3.5100000000000002,997.25,1002.75
10000,2.0,5001.931719042041,,12.135,4977.75,5022.25
20000,2.0,10011.642452036362,,24.244999999999997,9964.25,10035.75
40000,2.0,19966.436697115863,,48.2175,19979.75,20020.25
60000,2.0,30014.47042085839,,70.595,29915.75,30084.25
80000,2.0,40017.372892995256,,91.5675,39902.75,40097.25
100000,2.0,50021.33052481717,,108.9125,49875.5,50124.5
2,3.0,1.116468924818966,,0.0075,1.0,1.0
3,3.0,1.9586640058477327,,0.0075,1.25,1.75
100,3.0,54.05950491091514,,0.18,47.25,52.75
200,3.0,101.0396768891061,,0.3775,100.25,99.75
2000,3.0,989.2911714219134,,3.6875,1008.75,991.25
10000,3.0,4976.400321933509,,13.7925,5021.75,4978.25
20000,3.0,9993.153121145042,,27.8425,10007.5,9992.5
40000,3.0,20025.17291961858,,49.7025,19982.75,20017.25
60000,3.0,30055.4494349961,,66.8875,29940.25,30059.75
80000,3.0,39951.82831606203,,85.75,40037.5,39962.5
100000,3.0,49907.432279122884,,104.23500000000001,50081.5,49918.5
2,4.0,0.7617961726680524,,0.0075,1.25,0.75
3,4.0,1.0539729966009752,,0.0075,2.0,1.0
100,4.0,48.405070998853425,,0.20750000000000002,51.0,49.0
200,4.0,100.25063208572556,,0.41500000000000004,98.75,101.25
2000,4.0,1004.6077217976058,,3.9325,994.75,1005.25
10000,4.0,4993.426301862255,,11.5175,4995.5,5004.5
20000,4.0,9982.211607566387,,20.5075,10007.25,9992.75
40000,4.0,19957.93296926727,,45.24250000000001,20025.25,19974.75
60000,4.0,29911.772789617615,,67.265,30048.5,29951.5
80000,4.0,39856.28699621214,,85.69,40074.75,39925.25
100000,4.0,49893.145779574406,,106.0575,50020.25,49979.75
2,5.0,0.36283678997476754,,0.0075,1.75,0.25
3,5.0,1.0797372446790456,,0.0075,2.0,1.0
100,5.0,49.14024007796894,,0.1775,50.0,50.0
200,5.0,98.13181706157461,,0.3625,102.0,98.0
2000,5.0,995.5267101445132,,3.6025,1002.5,997.5
10000,5.0,4983.311311262685,,22.4875,5000.75,4999.25
20000,5.0,9974.80722654797,,47.287499999999994,9996.5,10003.5
40000,5.0,19899.598618806624,,91.93,20052.5,19947.5
60000,5.0,29852.445072597933,,141.045,30087.75,29912.25
80000,5.0,39763.15306094613,,184.1525,40171.25,39828.75
100000,5.0,49712.0432341461,,228.14,50218.5,49781.5
2,6.0,0.32115093027660946,,0.0075,1.5,0.5
3,6.0,0.9582122022836578,,0.0075,1.75,1.25
100,6.0,48.85422422170295,,0.2025,50.75,49.25
200,6.0,100.51470370574532,,0.485,99.25,100.75
2000,6.0,991.4290453513364,,4.005,1004.5,995.5
10000,6.0,4980.917753304868,,13.6625,5011.0,4989.0
20000,6.0,9960.379515040684,,26.902500000000003,10012.0,9988.0
40000,6.0,19981.449720131706,,48.735,19981.5,20018.5
60000,6.0,29992.198631187763,,69.155,29956.5,30043.5
80000,6.0,39978.53268081026,,83.8,39962.0,40038.0
100000,6.0,49942.07967906961,,97.8125,49995.25,50004.75
2,7.0,1.5103821337538796,,0.0075,0.5,1.5
3,7.0,2.228418234634068,,0.0075,0.75,2.25
100,7.0,52.25556806954572,,0.175,48.25,51.75
200,7.0,103.03757117270348,,0.4325,97.25,102.75
2000,7.0,1008.7243893484006,,6.18,995.25,1004.75
10000,7.0,5011.57859898335,,27.295,4984.25,5015.75
20000,7.0,9997.830445600875,,50.089999999999996,9998.0,10002.0
40000,7.0,19956.112251763057,,99.44749999999999,20045.0,19955.0
60000,7.0,29927.159881041036,,146.885,30067.75,29932.25
