Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.67,1.88,0.09399999999999985,0.33,1.67
3,2.45,2.82,0.1410000000000002,0.55,2.45
100,82.75,52.06,2.602999999999999,17.25,82.75
200,166.08,80.81,4.0405,33.92,166.08
2000,1680.78,370.66,18.532999999999994,319.22,1680.78
10000,8457.36,882.48,44.124,1542.64,8457.36
20000,16926.53,1381.71,69.0855,3073.47,16926.53
40000,33875.42,2381.75,119.0875,6124.58,33875.42
60000,50823.88,3376.77,168.83849999999987,9176.12,50823.88
80000,67782.3,4369.47,218.47349999999994,12217.7,67782.3
100000,84725.85,5376.0,268.8,15274.15,84725.85
200000,169464.46,10371.74,518.587,30535.54,169464.46
400000,338943.8,20377.69,1018.8844999999997,61056.2,338943.8
600000,508458.26,30388.47,1519.4235000000006,91541.74,508458.26
800000,677962.68,40388.96,2019.4479999999996,122037.32,677962.68
1000000,847449.02,50391.72,2519.5860000000007,152550.98,847449.02
