Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.77,0.0,0.0,0.23,1.77
3,2.74,0.0,0.0,0.26,2.74
100,89.76,5.79,0.08600000000000002,10.24,89.76
200,178.9,14.27,0.20910000000000004,21.1,178.9
2000,1789.15,305.19,0.8532000000000004,210.85,1789.15
10000,8945.74,1718.19,1.805600000000001,1054.26,8945.74
20000,17892.19,3441.69,2.6027,2107.81,17892.19
40000,35793.97,7440.85,4.273500000000001,4206.03,35793.97
60000,53695.41,11518.36,5.9003000000000005,6304.59,53695.41
80000,71594.04,15367.57,7.358900000000001,8405.96,71594.04
100000,89496.77,19181.8,8.907399999999997,10503.23,89496.77
200000,178980.11,40221.03,16.399799999999992,21019.89,178980.11
400000,357958.43,83672.09,31.545099999999998,42041.57,357958.43
600000,536944.1,126158.27,46.5208,63055.9,536944.1
800000,715938.56,168965.8,61.58269999999999,84061.44,715938.56
1000000,894908.61,211380.58,76.64620000000001,105091.39,894908.61
