Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,2.62,1.5,0.08000000000000056,0.38,2.62
3,5.255,3.0,0.15749999999999983,0.745,5.255
100,4422.225,2525.0,132.5625,627.775,4422.225
200,17582.55,10050.0,527.625,2517.45,17582.55
2000,1747664.675,1000500.0,52526.25,253335.325,1747664.675
10000,44492861.335,14604087.5675,500544.18767500034,5512138.665,44492861.335
20000,178845447.055,45495396.8825,1130000.734325,21164552.945,178845447.055
40000,717355526.6675,148259820.1975,2593822.850575001,82664473.3325,717355526.6675
60000,1615651300.5675,305031260.8725,4327680.053950001,184378699.4325,1615651300.5675
80000,2873688670.5625,515809410.3175,6331570.801150002,326351329.4375,2873688670.5625
100000,4491482610.5225,780585247.555,8605449.987349998,508567389.4775,4491482610.5225
