Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.695,1.0,0.10000000000000007,0.305,1.695
3,2.56,1.43,0.1429999999999997,0.44,2.56
100,87.315,25.165,2.516500000000001,12.685,87.315
200,175.425,41.11,4.111000000000001,24.575,175.425
2000,1786.595,124.445,12.444500000000003,213.405,1786.595
10000,8977.52,220.855,22.08550000000001,1022.48,8977.52
20000,17968.085,293.615,29.361500000000007,2031.915,17968.085
40000,35967.2,322.495,32.249499999999976,4032.8,35967.2
60000,53966.29,334.605,33.46049999999998,6033.71,53966.29
80000,71966.335,339.24,33.92400000000001,8033.665,71966.335
100000,89967.07,348.0,34.79999999999999,10032.93,89967.07
