Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.626,1.0,0.046000000000000964,0.374,1.626
3,2.44,1.402,0.06320000000000082,0.56,2.44
100,80.77,38.428,1.1498199999999983,19.23,80.77
200,162.038,74.082,1.9342199999999987,37.962,162.038
2000,1632.456,603.318,7.744380000000004,367.544,1632.456
10000,8180.586,2444.68,20.616220000000002,1819.414,8180.586
20000,16369.222,4377.432,33.04488000000001,3630.778,16369.222
40000,32754.422,7417.026,49.340259999999965,7245.578,32754.422
60000,49144.518,9500.958,60.21966000000002,10855.482,49144.518
80000,65532.118,11358.154,69.68146000000011,14467.882,65532.118
100000,81923.902,13000.64,78.22672000000001,18076.098,81923.902
