Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.82,1.0,0.010000000000000007,0.18,1.82
3,2.68,2.0,0.0599999999999999,0.32,2.68
100,88.05,65.73,1.9316999999999995,11.95,88.05
200,175.68,130.36,3.7891999999999997,24.32,175.68
2000,1766.87,1217.64,32.346,233.13,1766.87
10000,8872.69,5318.89,123.34129999999998,1127.31,8872.69
20000,17797.35,9724.06,204.6026,2202.65,17797.35
40000,35670.07,17270.39,330.4327000000001,4329.93,35670.07
60000,53573.06,23685.52,425.85119999999995,6426.94,53573.06
80000,71493.23,29458.05,506.0005000000001,8506.77,71493.23
