Timestep,Value_at_Risk
2,0.01
3,0.01
100,0.34
200,0.67
2000,6.1515
10000,28.806499999999996
20000,59.929500000000004
40000,115.2385
60000,160.1005
80000,202.6855
100000,242.71949999999998
